"valor","unidade_da_federacao","ano","cor_ou_raca","religiao"
1525,"Piauí","2000","Branca","Outras cristãs"
319,"Piauí","2000","Branca","Evangélica de origem pentecostal"
395,"Piauí","2000","Branca","Outras cristãs"
293,"Piauí","2000","Branca","Outras cristãs"
293,"Piauí","2000","Branca","Outras cristãs"
427,"Piauí","2000","Branca","Outras cristãs"
2688,"Piauí","2000","Branca","Outras cristãs"
10,"Piauí","2000","Branca","Outras Religiões"
1883,"Piauí","2000","Branca","Outras Religiões"
169,"Piauí","2000","Branca","Outras Religiões"
43,"Piauí","2000","Branca","Outras Religiões"
22,"Piauí","2000","Branca","Outras Religiões"
29,"Piauí","2000","Branca","Outras Religiões"
189,"Piauí","2000","Branca","Outras Religiões"
181,"Piauí","2000","Branca","Outras Religiões"
9,"Piauí","2000","Branca","Outras Religiões"
18,"Piauí","2000","Branca","Outras Religiões"
121,"Piauí","2000","Branca","Outras Religiões"
20572,"Piauí","2000","Branca","Sem religião"
366,"Piauí","2000","Branca","Outras Religiões"
559,"Piauí","2000","Branca","Outras Religiões"
200501,"Piauí","2000","Preta","Católica"
377,"Piauí","2000","Preta","Católica"
10292,"Piauí","2000","Preta","Outras Religiões"
1828,"Piauí","2000","Preta","Evangélica de Missão"
23,"Piauí","2000","Preta","Evangélica de Missão"
67,"Piauí","2000","Preta","Evangélica de Missão"
1186,"Piauí","2000","Preta","Evangélica de Missão"
546,"Piauí","2000","Preta","Evangélica de Missão"
6,"Piauí","2000","Preta","Outras Religiões"
8015,"Piauí","2000","Preta","Evangélica de origem pentecostal"
5147,"Piauí","2000","Preta","Evangélica de origem pentecostal"
647,"Piauí","2000","Preta","Evangélica de origem pentecostal"
232,"Piauí","2000","Preta","Evangélica de origem pentecostal"
255,"Piauí","2000","Preta","Evangélica de origem pentecostal"
1123,"Piauí","2000","Preta","Evangélica de origem pentecostal"
68,"Piauí","2000","Preta","Evangélica de origem pentecostal"
241,"Piauí","2000","Preta","Evangélica de origem pentecostal"
27,"Piauí","2000","Preta","Evangélica de origem pentecostal"
275,"Piauí","2000","Preta","Evangélica de origem pentecostal"
397,"Piauí","2000","Preta","Outras cristãs"
316,"Piauí","2000","Preta","Outras cristãs"
81,"Piauí","2000","Preta","Evangélica de origem pentecostal"
51,"Piauí","2000","Preta","Outras cristãs"
58,"Piauí","2000","Preta","Outras cristãs"
58,"Piauí","2000","Preta","Outras cristãs"
51,"Piauí","2000","Preta","Outras cristãs"
741,"Piauí","2000","Preta","Outras cristãs"
243,"Piauí","2000","Preta","Outras Religiões"
206,"Piauí","2000","Preta","Outras Religiões"
11,"Piauí","2000","Preta","Outras Religiões"
35,"Piauí","2000","Preta","Outras Religiões"
24,"Piauí","2000","Preta","Outras Religiões"
11,"Piauí","2000","Preta","Outras Religiões"
10,"Piauí","2000","Preta","Outras Religiões"
7498,"Piauí","2000","Preta","Sem religião"
190,"Piauí","2000","Preta","Outras Religiões"
159,"Piauí","2000","Preta","Outras Religiões"
4791,"Piauí","2000","Amarela","Católica"
273,"Piauí","2000","Amarela","Outras Religiões"
61,"Piauí","2000","Amarela","Evangélica de Missão"
46,"Piauí","2000","Amarela","Evangélica de Missão"
16,"Piauí","2000","Amarela","Evangélica de Missão"
200,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
77,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
67,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
6,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
38,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
2,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
10,"Piauí","2000","Amarela","Evangélica de origem pentecostal"
12,"Piauí","2000","Amarela","Outras cristãs"
12,"Piauí","2000","Amarela","Outras cristãs"
12,"Piauí","2000","Amarela","Outras cristãs"
10,"Piauí","2000","Amarela","Outras Religiões"
13,"Piauí","2000","Amarela","Outras Religiões"
168,"Piauí","2000","Amarela","Sem religião"
5,"Piauí","2000","Amarela","Outras Religiões"
1648735,"Piauí","2000","Parda","Católica"
3617,"Piauí","2000","Parda","Católica"
9,"Piauí","2000","Parda","Católica"
110618,"Piauí","2000","Parda","Outras Religiões"
23235,"Piauí","2000","Parda","Evangélica de Missão"
74,"Piauí","2000","Parda","Evangélica de Missão"
1219,"Piauí","2000","Parda","Evangélica de Missão"
224,"Piauí","2000","Parda","Evangélica de Missão"
16018,"Piauí","2000","Parda","Evangélica de Missão"
5691,"Piauí","2000","Parda","Evangélica de Missão"
9,"Piauí","2000","Parda","Outras Religiões"
82363,"Piauí","2000","Parda","Evangélica de origem pentecostal"
53917,"Piauí","2000","Parda","Evangélica de origem pentecostal"
7578,"Piauí","2000","Parda","Evangélica de origem pentecostal"
2079,"Piauí","2000","Parda","Evangélica de origem pentecostal"
4128,"Piauí","2000","Parda","Evangélica de origem pentecostal"
9349,"Piauí","2000","Parda","Evangélica de origem pentecostal"
290,"Piauí","2000","Parda","Evangélica de origem pentecostal"
2676,"Piauí","2000","Parda","Evangélica de origem pentecostal"
401,"Piauí","2000","Parda","Evangélica de origem pentecostal"
17,"Piauí","2000","Parda","Outras Religiões"
1928,"Piauí","2000","Parda","Evangélica de origem pentecostal"
3961,"Piauí","2000","Parda","Outras cristãs"
3126,"Piauí","2000","Parda","Outras cristãs"
835,"Piauí","2000","Parda","Evangélica de origem pentecostal"
1059,"Piauí","2000","Parda","Outras cristãs"
530,"Piauí","2000","Parda","Outras cristãs"
530,"Piauí","2000","Parda","Outras cristãs"
1306,"Piauí","2000","Parda","Outras cristãs"
6686,"Piauí","2000","Parda","Outras cristãs"
2534,"Piauí","2000","Parda","Outras Religiões"
920,"Piauí","2000","Parda","Outras Religiões"
46,"Piauí","2000","Parda","Outras Religiões"
27,"Piauí","2000","Parda","Outras Religiões"
30,"Piauí","2000","Parda","Outras Religiões"
527,"Piauí","2000","Parda","Outras Religiões"
517,"Piauí","2000","Parda","Outras Religiões"
10,"Piauí","2000","Parda","Outras Religiões"
18,"Piauí","2000","Parda","Outras Religiões"
119,"Piauí","2000","Parda","Outras Religiões"
5,"Piauí","2000","Parda","Outras Religiões"
57692,"Piauí","2000","Parda","Sem religião"
700,"Piauí","2000","Parda","Outras Religiões"
2467,"Piauí","2000","Parda","Outras Religiões"
2146,"Piauí","2000","Indígena","Católica"
362,"Piauí","2000","Indígena","Outras Religiões"
154,"Piauí","2000","Indígena","Evangélica de Missão"
10,"Piauí","2000","Indígena","Evangélica de Missão"
77,"Piauí","2000","Indígena","Evangélica de Missão"
66,"Piauí","2000","Indígena","Evangélica de Missão"
189,"Piauí","2000","Indígena","Evangélica de origem pentecostal"
150,"Piauí","2000","Indígena","Evangélica de origem pentecostal"
8,"Piauí","2000","Indígena","Evangélica de origem pentecostal"
14,"Piauí","2000","Indígena","Evangélica de origem pentecostal"
17,"Piauí","2000","Indígena","Evangélica de origem pentecostal"
20,"Piauí","2000","Indígena","Outras cristãs"
20,"Piauí","2000","Indígena","Outras cristãs"
33,"Piauí","2000","Indígena","Outras Religiões"
16,"Piauí","2000","Indígena","Outras Religiões"
106,"Piauí","2000","Indígena","Sem religião"
22141,"Piauí","2000","Sem declaração","Católica"
17,"Piauí","2000","Sem declaração","Católica"
1691,"Piauí","2000","Sem declaração","Outras Religiões"
205,"Piauí","2000","Sem declaração","Evangélica de Missão"
156,"Piauí","2000","Sem declaração","Evangélica de Missão"
49,"Piauí","2000","Sem declaração","Evangélica de Missão"
1455,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
976,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
200,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
44,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
27,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
169,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
8,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
24,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
7,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
31,"Piauí","2000","Sem declaração","Outras cristãs"
22,"Piauí","2000","Sem declaração","Outras cristãs"
9,"Piauí","2000","Sem declaração","Evangélica de origem pentecostal"
13,"Piauí","2000","Sem declaração","Outras cristãs"
13,"Piauí","2000","Sem declaração","Outras cristãs"
10,"Piauí","2000","Sem declaração","Outras cristãs"
46,"Piauí","2000","Sem declaração","Outras cristãs"
10,"Piauí","2000","Sem declaração","Outras Religiões"
38,"Piauí","2000","Sem declaração","Outras Religiões"
7,"Piauí","2000","Sem declaração","Outras Religiões"
7,"Piauí","2000","Sem declaração","Outras Religiões"
7,"Piauí","2000","Sem declaração","Outras Religiões"
769,"Piauí","2000","Sem declaração","Sem religião"
36,"Piauí","2000","Sem declaração","Outras Religiões"
985,"Piauí","2000","Sem declaração","Outras Religiões"
2391735,"Ceará","2000","Branca","Católica"
4067,"Ceará","2000","Branca","Católica"
327,"Ceará","2000","Branca","Católica"
240576,"Ceará","2000","Branca","Outras Religiões"
47586,"Ceará","2000","Branca","Evangélica de Missão"
387,"Ceará","2000","Branca","Evangélica de Missão"
8232,"Ceará","2000","Branca","Evangélica de Missão"
440,"Ceará","2000","Branca","Evangélica de Missão"
28119,"Ceará","2000","Branca","Evangélica de Missão"
1312,"Ceará","2000","Branca","Evangélica de Missão"
9058,"Ceará","2000","Branca","Evangélica de Missão"
38,"Ceará","2000","Branca","Outras Religiões"
175222,"Ceará","2000","Branca","Evangélica de origem pentecostal"
118083,"Ceará","2000","Branca","Evangélica de origem pentecostal"
8303,"Ceará","2000","Branca","Evangélica de origem pentecostal"
86,"Ceará","2000","Branca","Evangélica de origem pentecostal"
4976,"Ceará","2000","Branca","Evangélica de origem pentecostal"
23897,"Ceará","2000","Branca","Evangélica de origem pentecostal"
236,"Ceará","2000","Branca","Evangélica de origem pentecostal"
5810,"Ceará","2000","Branca","Evangélica de origem pentecostal"
421,"Ceará","2000","Branca","Evangélica de origem pentecostal"
523,"Ceará","2000","Branca","Outras Religiões"
12888,"Ceará","2000","Branca","Evangélica de origem pentecostal"
11636,"Ceará","2000","Branca","Outras cristãs"
8600,"Ceará","2000","Branca","Outras cristãs"
3036,"Ceará","2000","Branca","Evangélica de origem pentecostal"
6132,"Ceará","2000","Branca","Outras cristãs"
568,"Ceará","2000","Branca","Outras cristãs"
568,"Ceará","2000","Branca","Outras cristãs"
3586,"Ceará","2000","Branca","Outras cristãs"
13014,"Ceará","2000","Branca","Outras cristãs"
161,"Ceará","2000","Branca","Outras Religiões"
12915,"Ceará","2000","Branca","Outras Religiões"
1295,"Ceará","2000","Branca","Outras Religiões"
351,"Ceará","2000","Branca","Outras Religiões"
168,"Ceará","2000","Branca","Outras Religiões"
477,"Ceará","2000","Branca","Outras Religiões"
993,"Ceará","2000","Branca","Outras Religiões"
887,"Ceará","2000","Branca","Outras Religiões"
106,"Ceará","2000","Branca","Outras Religiões"
19,"Ceará","2000","Branca","Outras Religiões"
51,"Ceará","2000","Branca","Outras Religiões"
402,"Ceará","2000","Branca","Outras Religiões"
173,"Ceará","2000","Branca","Outras Religiões"
46,"Ceará","2000","Branca","Outras Religiões"
94164,"Ceará","2000","Branca","Sem religião"
1959,"Ceará","2000","Branca","Outras Religiões"
3512,"Ceará","2000","Branca","Outras Religiões"
267136,"Ceará","2000","Preta","Católica"
572,"Ceará","2000","Preta","Católica"
18840,"Ceará","2000","Preta","Outras Religiões"
2382,"Ceará","2000","Preta","Evangélica de Missão"
5,"Ceará","2000","Preta","Evangélica de Missão"
380,"Ceará","2000","Preta","Evangélica de Missão"
8,"Ceará","2000","Preta","Evangélica de Missão"
1206,"Ceará","2000","Preta","Evangélica de Missão"
12,"Ceará","2000","Preta","Evangélica de Missão"
771,"Ceará","2000","Preta","Evangélica de Missão"
14958,"Ceará","2000","Preta","Evangélica de origem pentecostal"
10800,"Ceará","2000","Preta","Evangélica de origem pentecostal"
531,"Ceará","2000","Preta","Evangélica de origem pentecostal"
6,"Ceará","2000","Preta","Evangélica de origem pentecostal"
365,"Ceará","2000","Preta","Evangélica de origem pentecostal"
1573,"Ceará","2000","Preta","Evangélica de origem pentecostal"
15,"Ceará","2000","Preta","Evangélica de origem pentecostal"
588,"Ceará","2000","Preta","Evangélica de origem pentecostal"
37,"Ceará","2000","Preta","Evangélica de origem pentecostal"
47,"Ceará","2000","Preta","Outras Religiões"
995,"Ceará","2000","Preta","Evangélica de origem pentecostal"
1057,"Ceará","2000","Preta","Outras cristãs"
748,"Ceará","2000","Preta","Outras cristãs"
309,"Ceará","2000","Preta","Evangélica de origem pentecostal"
443,"Ceará","2000","Preta","Outras cristãs"
30,"Ceará","2000","Preta","Outras cristãs"
30,"Ceará","2000","Preta","Outras cristãs"
244,"Ceará","2000","Preta","Outras cristãs"
1071,"Ceará","2000","Preta","Outras cristãs"
533,"Ceará","2000","Preta","Outras Religiões"
342,"Ceará","2000","Preta","Outras Religiões"
45,"Ceará","2000","Preta","Outras Religiões"
18,"Ceará","2000","Preta","Outras Religiões"
18,"Ceará","2000","Preta","Outras Religiões"
18,"Ceará","2000","Preta","Outras Religiões"
7,"Ceará","2000","Preta","Outras Religiões"
10,"Ceará","2000","Preta","Outras Religiões"
15946,"Ceará","2000","Preta","Sem religião"
141,"Ceará","2000","Preta","Outras Religiões"
325,"Ceará","2000","Preta","Outras Religiões"
8300,"Ceará","2000","Amarela","Católica"
42,"Ceará","2000","Amarela","Católica"
946,"Ceará","2000","Amarela","Outras Religiões"
244,"Ceará","2000","Amarela","Evangélica de Missão"
95,"Ceará","2000","Amarela","Evangélica de Missão"
98,"Ceará","2000","Amarela","Evangélica de Missão"
12,"Ceará","2000","Amarela","Evangélica de Missão"
39,"Ceará","2000","Amarela","Evangélica de Missão"
573,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
406,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
16,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
9,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
60,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
12,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
69,"Ceará","2000","Amarela","Evangélica de origem pentecostal"
74,"Ceará","2000","Amarela","Outras cristãs"
74,"Ceará","2000","Amarela","Outras cristãs"
55,"Ceará","2000","Amarela","Outras cristãs"
10,"Ceará","2000","Amarela","Outras cristãs"
36,"Ceará","2000","Amarela","Outras cristãs"
68,"Ceará","2000","Amarela","Outras Religiões"
8,"Ceará","2000","Amarela","Outras Religiões"
128,"Ceará","2000","Amarela","Outras Religiões"
48,"Ceará","2000","Amarela","Outras Religiões"
48,"Ceará","2000","Amarela","Outras Religiões"
19,"Ceará","2000","Amarela","Outras Religiões"
717,"Ceará","2000","Amarela","Sem religião"
47,"Ceará","2000","Amarela","Outras Religiões"
6,"Ceará","2000","Amarela","Outras Religiões"
3704980,"Ceará","2000","Parda","Católica"
5936,"Ceará","2000","Parda","Católica"
469,"Ceará","2000","Parda","Católica"
347357,"Ceará","2000","Parda","Outras Religiões"
53873,"Ceará","2000","Parda","Evangélica de Missão"
136,"Ceará","2000","Parda","Evangélica de Missão"
8748,"Ceará","2000","Parda","Evangélica de Missão"
1109,"Ceará","2000","Parda","Evangélica de Missão"
30062,"Ceará","2000","Parda","Evangélica de Missão"
942,"Ceará","2000","Parda","Evangélica de Missão"
12822,"Ceará","2000","Parda","Evangélica de Missão"
54,"Ceará","2000","Parda","Outras Religiões"
269294,"Ceará","2000","Parda","Evangélica de origem pentecostal"
178172,"Ceará","2000","Parda","Evangélica de origem pentecostal"
12385,"Ceará","2000","Parda","Evangélica de origem pentecostal"
134,"Ceará","2000","Parda","Evangélica de origem pentecostal"
7749,"Ceará","2000","Parda","Evangélica de origem pentecostal"
39422,"Ceará","2000","Parda","Evangélica de origem pentecostal"
482,"Ceará","2000","Parda","Evangélica de origem pentecostal"
11393,"Ceará","2000","Parda","Evangélica de origem pentecostal"
747,"Ceará","2000","Parda","Evangélica de origem pentecostal"
533,"Ceará","2000","Parda","Outras Religiões"
18278,"Ceará","2000","Parda","Evangélica de origem pentecostal"
15111,"Ceará","2000","Parda","Outras cristãs"
9452,"Ceará","2000","Parda","Outras cristãs"
5659,"Ceará","2000","Parda","Evangélica de origem pentecostal"
9078,"Ceará","2000","Parda","Outras cristãs"
952,"Ceará","2000","Parda","Outras cristãs"
952,"Ceará","2000","Parda","Outras cristãs"
4993,"Ceará","2000","Parda","Outras cristãs"
17458,"Ceará","2000","Parda","Outras cristãs"
37,"Ceará","2000","Parda","Outras Religiões"
10379,"Ceará","2000","Parda","Outras Religiões"
3199,"Ceará","2000","Parda","Outras Religiões"
419,"Ceará","2000","Parda","Outras Religiões"
43,"Ceará","2000","Parda","Outras Religiões"
478,"Ceará","2000","Parda","Outras Religiões"
835,"Ceará","2000","Parda","Outras Religiões"
722,"Ceará","2000","Parda","Outras Religiões"
113,"Ceará","2000","Parda","Outras Religiões"
10,"Ceará","2000","Parda","Outras Religiões"
9,"Ceará","2000","Parda","Outras Religiões"
434,"Ceará","2000","Parda","Outras Religiões"
44,"Ceará","2000","Parda","Outras Religiões"
64,"Ceará","2000","Parda","Outras Religiões"
166921,"Ceará","2000","Parda","Sem religião"
3293,"Ceará","2000","Parda","Outras Religiões"
6049,"Ceará","2000","Parda","Outras Religiões"
9864,"Ceará","2000","Indígena","Católica"
23,"Ceará","2000","Indígena","Católica"
1349,"Ceará","2000","Indígena","Outras Religiões"
226,"Ceará","2000","Indígena","Evangélica de Missão"
67,"Ceará","2000","Indígena","Evangélica de Missão"
136,"Ceará","2000","Indígena","Evangélica de Missão"
23,"Ceará","2000","Indígena","Evangélica de Missão"
1006,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
620,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
16,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
5,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
117,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
71,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
11,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
166,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
72,"Ceará","2000","Indígena","Outras cristãs"
25,"Ceará","2000","Indígena","Outras cristãs"
46,"Ceará","2000","Indígena","Evangélica de origem pentecostal"
45,"Ceará","2000","Indígena","Outras cristãs"
11,"Ceará","2000","Indígena","Outras cristãs"
109,"Ceará","2000","Indígena","Outras cristãs"
62,"Ceará","2000","Indígena","Outras Religiões"
18,"Ceará","2000","Indígena","Outras Religiões"
12,"Ceará","2000","Indígena","Outras Religiões"
10,"Ceará","2000","Indígena","Outras Religiões"
10,"Ceará","2000","Indígena","Outras Religiões"
689,"Ceará","2000","Indígena","Sem religião"
12,"Ceará","2000","Indígena","Outras Religiões"
39,"Ceará","2000","Indígena","Outras Religiões"
49985,"Ceará","2000","Sem declaração","Católica"
18,"Ceará","2000","Sem declaração","Católica"
3780,"Ceará","2000","Sem declaração","Outras Religiões"
588,"Ceará","2000","Sem declaração","Evangélica de Missão"
10,"Ceará","2000","Sem declaração","Evangélica de Missão"
122,"Ceará","2000","Sem declaração","Evangélica de Missão"
12,"Ceará","2000","Sem declaração","Evangélica de Missão"
276,"Ceará","2000","Sem declaração","Evangélica de Missão"
13,"Ceará","2000","Sem declaração","Evangélica de Missão"
155,"Ceará","2000","Sem declaração","Evangélica de Missão"
2930,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
2023,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
263,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
62,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
329,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
22,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
232,"Ceará","2000","Sem declaração","Evangélica de origem pentecostal"
151,"Ceará","2000","Sem declaração","Outras cristãs"
151,"Ceará","2000","Sem declaração","Outras cristãs"
111,"Ceará","2000","Sem declaração","Outras cristãs"
20,"Ceará","2000","Sem declaração","Outras cristãs"
192,"Ceará","2000","Sem declaração","Outras cristãs"
152,"Ceará","2000","Sem declaração","Outras Religiões"
33,"Ceará","2000","Sem declaração","Outras Religiões"
21,"Ceará","2000","Sem declaração","Outras Religiões"
11,"Ceará","2000","Sem declaração","Outras Religiões"
10,"Ceará","2000","Sem declaração","Outras Religiões"
10,"Ceará","2000","Sem declaração","Outras Religiões"
9,"Ceará","2000","Sem declaração","Outras Religiões"
10,"Ceará","2000","Sem declaração","Outras Religiões"
8,"Ceará","2000","Sem declaração","Outras Religiões"
1843,"Ceará","2000","Sem declaração","Sem religião"
56,"Ceará","2000","Sem declaração","Outras Religiões"
2680,"Ceará","2000","Sem declaração","Outras Religiões"
978564,"Rio Grande do Norte","2000","Branca","Católica"
2327,"Rio Grande do Norte","2000","Branca","Católica"
17,"Rio Grande do Norte","2000","Branca","Católica"
111092,"Rio Grande do Norte","2000","Branca","Outras Religiões"
24850,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
216,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
5235,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
847,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
14385,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
197,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
3929,"Rio Grande do Norte","2000","Branca","Evangélica de Missão"
40,"Rio Grande do Norte","2000","Branca","Outras Religiões"
79986,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
57820,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
2064,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
348,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
691,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
9124,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
383,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
1974,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
263,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
118,"Rio Grande do Norte","2000","Branca","Outras Religiões"
7203,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
5046,"Rio Grande do Norte","2000","Branca","Outras cristãs"
2594,"Rio Grande do Norte","2000","Branca","Outras cristãs"
2452,"Rio Grande do Norte","2000","Branca","Evangélica de origem pentecostal"
1211,"Rio Grande do Norte","2000","Branca","Outras cristãs"
660,"Rio Grande do Norte","2000","Branca","Outras cristãs"
660,"Rio Grande do Norte","2000","Branca","Outras cristãs"
1366,"Rio Grande do Norte","2000","Branca","Outras cristãs"
3781,"Rio Grande do Norte","2000","Branca","Outras cristãs"
17,"Rio Grande do Norte","2000","Branca","Outras Religiões"
8032,"Rio Grande do Norte","2000","Branca","Outras Religiões"
321,"Rio Grande do Norte","2000","Branca","Outras Religiões"
190,"Rio Grande do Norte","2000","Branca","Outras Religiões"
86,"Rio Grande do Norte","2000","Branca","Outras Religiões"
11,"Rio Grande do Norte","2000","Branca","Outras Religiões"
150,"Rio Grande do Norte","2000","Branca","Outras Religiões"
678,"Rio Grande do Norte","2000","Branca","Outras Religiões"
536,"Rio Grande do Norte","2000","Branca","Outras Religiões"
142,"Rio Grande do Norte","2000","Branca","Outras Religiões"
13,"Rio Grande do Norte","2000","Branca","Outras Religiões"
24,"Rio Grande do Norte","2000","Branca","Outras Religiões"
129,"Rio Grande do Norte","2000","Branca","Outras Religiões"
61392,"Rio Grande do Norte","2000","Branca","Sem religião"
1498,"Rio Grande do Norte","2000","Branca","Outras Religiões"
1348,"Rio Grande do Norte","2000","Branca","Outras Religiões"
105592,"Rio Grande do Norte","2000","Preta","Católica"
401,"Rio Grande do Norte","2000","Preta","Católica"
9863,"Rio Grande do Norte","2000","Preta","Outras Religiões"
1507,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
18,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
256,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
65,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
794,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
374,"Rio Grande do Norte","2000","Preta","Evangélica de Missão"
7722,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
5667,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
106,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
37,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
77,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
1023,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
48,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
239,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
11,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
516,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
490,"Rio Grande do Norte","2000","Preta","Outras cristãs"
228,"Rio Grande do Norte","2000","Preta","Outras cristãs"
262,"Rio Grande do Norte","2000","Preta","Evangélica de origem pentecostal"
143,"Rio Grande do Norte","2000","Preta","Outras cristãs"
66,"Rio Grande do Norte","2000","Preta","Outras cristãs"
66,"Rio Grande do Norte","2000","Preta","Outras cristãs"
47,"Rio Grande do Norte","2000","Preta","Outras cristãs"
217,"Rio Grande do Norte","2000","Preta","Outras cristãs"
388,"Rio Grande do Norte","2000","Preta","Outras Religiões"
101,"Rio Grande do Norte","2000","Preta","Outras Religiões"
72,"Rio Grande do Norte","2000","Preta","Outras Religiões"
18,"Rio Grande do Norte","2000","Preta","Outras Religiões"
39,"Rio Grande do Norte","2000","Preta","Outras Religiões"
4,"Rio Grande do Norte","2000","Preta","Outras Religiões"
4,"Rio Grande do Norte","2000","Preta","Outras Religiões"
9260,"Rio Grande do Norte","2000","Preta","Sem religião"
198,"Rio Grande do Norte","2000","Preta","Outras Religiões"
173,"Rio Grande do Norte","2000","Preta","Outras Religiões"
1813,"Rio Grande do Norte","2000","Amarela","Católica"
342,"Rio Grande do Norte","2000","Amarela","Outras Religiões"
34,"Rio Grande do Norte","2000","Amarela","Evangélica de Missão"
10,"Rio Grande do Norte","2000","Amarela","Evangélica de Missão"
24,"Rio Grande do Norte","2000","Amarela","Evangélica de Missão"
253,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
170,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
6,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
36,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
8,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
33,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
51,"Rio Grande do Norte","2000","Amarela","Outras cristãs"
9,"Rio Grande do Norte","2000","Amarela","Outras cristãs"
42,"Rio Grande do Norte","2000","Amarela","Evangélica de origem pentecostal"
4,"Rio Grande do Norte","2000","Amarela","Outras cristãs"
11,"Rio Grande do Norte","2000","Amarela","Outras cristãs"
9,"Rio Grande do Norte","2000","Amarela","Outras Religiões"
11,"Rio Grande do Norte","2000","Amarela","Outras Religiões"
163,"Rio Grande do Norte","2000","Amarela","Sem religião"
26,"Rio Grande do Norte","2000","Amarela","Outras Religiões"
1217598,"Rio Grande do Norte","2000","Parda","Católica"
2705,"Rio Grande do Norte","2000","Parda","Católica"
124399,"Rio Grande do Norte","2000","Parda","Outras Religiões"
21495,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
